symbol,price_t,price_t_plus_1,price_t_plus_7,delta_t_plus_1,delta_t_plus_7
ETH-USD,10.12320613861084,10.184924125671387,10.524486541748047,0.061717987060546875,0.40128040313720703
SOL-USD,10.124210357666016,10.001104354858398,10.38548755645752,-0.12310600280761719,0.2612771987915039
BTC-USD,10.385071754455566,10.239405632019043,10.191627502441406,-0.14566612243652344,-0.19344425201416016
BNB-USD,10.972972869873047,10.02692985534668,10.654106140136719,-0.9460430145263672,-0.3188667297363281
XRP-USD,10.668585777282715,10.757692337036133,10.049150466918945,0.08910655975341797,-0.6194353103637695

# Interpretación automática: El modelo prioriza ETH-USD con una variación esperada de +0.401 puntos a 7 días. A 1 día el delta es +0.062, reforzando la señal semanal. Como segunda opción aparece SOL-USD con +0.261 a 7 días.
